,Amper1,Amper2
2231,"('สูงเนิน', 'นครราชสีมา')","('ปากช่อง', 'นครราชสีมา')"
2232,"('เสิงสาง', 'นครราชสีมา')","('ตาพระยา', 'สระแก้ว')"
2233,"('เสิงสาง', 'นครราชสีมา')","('วัฒนานคร', 'สระแก้ว')"
2234,"('เสิงสาง', 'นครราชสีมา')","('ครบุรี', 'นครราชสีมา')"
2235,"('เสิงสาง', 'นครราชสีมา')","('นางรอง', 'บุรีรัมย์')"
2236,"('เสิงสาง', 'นครราชสีมา')","('หนองบุญมาก', 'นครราชสีมา')"
2237,"('เสิงสาง', 'นครราชสีมา')","('หนองกี่', 'บุรีรัมย์')"
2238,"('เสิงสาง', 'นครราชสีมา')","('ปะคำ', 'บุรีรัมย์')"
2239,"('เสิงสาง', 'นครราชสีมา')","('โนนสุวรรณ', 'บุรีรัมย์')"
2240,"('เสิงสาง', 'นครราชสีมา')","('โนนดินแดง', 'บุรีรัมย์')"
2241,"('คง', 'นครราชสีมา')","('พิมาย', 'นครราชสีมา')"
2242,"('คง', 'นครราชสีมา')","('บ้านเหลื่อม', 'นครราชสีมา')"
2243,"('คง', 'นครราชสีมา')","('โนนสูง', 'นครราชสีมา')"
2244,"('คง', 'นครราชสีมา')","('ขามสะแกแสง', 'นครราชสีมา')"
2245,"('คง', 'นครราชสีมา')","('บัวใหญ่', 'นครราชสีมา')"
2246,"('คง', 'นครราชสีมา')","('โนนแดง', 'นครราชสีมา')"
2247,"('คง', 'นครราชสีมา')","('พระทองคำ', 'นครราชสีมา')"
2248,"('คง', 'นครราชสีมา')","('สีดา', 'นครราชสีมา')"
2249,"('คง', 'นครราชสีมา')","('เนินสง่า', 'ชัยภูมิ')"
2250,"('บ้านเหลื่อม', 'นครราชสีมา')","('เมืองชัยภูมิ', 'ชัยภูมิ')"
2251,"('บ้านเหลื่อม', 'นครราชสีมา')","('คง', 'นครราชสีมา')"
2252,"('บ้านเหลื่อม', 'นครราชสีมา')","('บัวใหญ่', 'นครราชสีมา')"
2253,"('บ้านเหลื่อม', 'นครราชสีมา')","('แก้งสนามนาง', 'นครราชสีมา')"
2254,"('บ้านเหลื่อม', 'นครราชสีมา')","('เนินสง่า', 'ชัยภูมิ')"
2255,"('จักราช', 'นครราชสีมา')","('พิมาย', 'นครราชสีมา')"
2256,"('จักราช', 'นครราชสีมา')","('ห้วยแถลง', 'นครราชสีมา')"
2257,"('จักราช', 'นครราชสีมา')","('โชคชัย', 'นครราชสีมา')"
2258,"('จักราช', 'นครราชสีมา')","('โนนสูง', 'นครราชสีมา')"
2259,"('จักราช', 'นครราชสีมา')","('หนองหงส์', 'บุรีรัมย์')"
2260,"('จักราช', 'นครราชสีมา')","('หนองบุญมาก', 'นครราชสีมา')"
2261,"('จักราช', 'นครราชสีมา')","('เฉลิมพระเกียรติ', 'นครราชสีมา')"
2262,"('จักราช', 'นครราชสีมา')","('หนองกี่', 'บุรีรัมย์')"
2263,"('โชคชัย', 'นครราชสีมา')","('เมืองนครราชสีมา', 'นครราชสีมา')"
2264,"('โชคชัย', 'นครราชสีมา')","('ครบุรี', 'นครราชสีมา')"
2265,"('โชคชัย', 'นครราชสีมา')","('ปักธงชัย', 'นครราชสีมา')"
2266,"('โชคชัย', 'นครราชสีมา')","('จักราช', 'นครราชสีมา')"
2267,"('โชคชัย', 'นครราชสีมา')","('หนองบุญมาก', 'นครราชสีมา')"
2268,"('โชคชัย', 'นครราชสีมา')","('เฉลิมพระเกียรติ', 'นครราชสีมา')"
2269,"('ด่านขุนทด', 'นครราชสีมา')","('ลำสนธิ', 'ลพบุรี')"
2270,"('ด่านขุนทด', 'นครราชสีมา')","('มวกเหล็ก', 'สระบุรี')"
2271,"('ด่านขุนทด', 'นครราชสีมา')","('สูงเนิน', 'นครราชสีมา')"
2272,"('ด่านขุนทด', 'นครราชสีมา')","('จัตุรัส', 'ชัยภูมิ')"
2273,"('ด่านขุนทด', 'นครราชสีมา')","('บำเหน็จณรงค์', 'ชัยภูมิ')"
2274,"('ด่านขุนทด', 'นครราชสีมา')","('เทพสถิต', 'ชัยภูมิ')"
2275,"('ด่านขุนทด', 'นครราชสีมา')","('โนนไทย', 'นครราชสีมา')"
2276,"('ด่านขุนทด', 'นครราชสีมา')","('ขามทะเลสอ', 'นครราชสีมา')"
2277,"('ด่านขุนทด', 'นครราชสีมา')","('สีคิ้ว', 'นครราชสีมา')"
2278,"('ด่านขุนทด', 'นครราชสีมา')","('เทพารักษ์', 'นครราชสีมา')"
2279,"('ด่านขุนทด', 'นครราชสีมา')","('พระทองคำ', 'นครราชสีมา')"
2280,"('โนนไทย', 'นครราชสีมา')","('เมืองนครราชสีมา', 'นครราชสีมา')"
2281,"('โนนไทย', 'นครราชสีมา')","('ด่านขุนทด', 'นครราชสีมา')"
2282,"('โนนไทย', 'นครราชสีมา')","('โนนสูง', 'นครราชสีมา')"
2283,"('โนนไทย', 'นครราชสีมา')","('ขามสะแกแสง', 'นครราชสีมา')"
2284,"('โนนไทย', 'นครราชสีมา')","('ขามทะเลสอ', 'นครราชสีมา')"
2285,"('โนนไทย', 'นครราชสีมา')","('พระทองคำ', 'นครราชสีมา')"
2286,"('โนนสูง', 'นครราชสีมา')","('เมืองนครราชสีมา', 'นครราชสีมา')"
2287,"('โนนสูง', 'นครราชสีมา')","('พิมาย', 'นครราชสีมา')"
2288,"('โนนสูง', 'นครราชสีมา')","('คง', 'นครราชสีมา')"
2289,"('โนนสูง', 'นครราชสีมา')","('จักราช', 'นครราชสีมา')"
2290,"('โนนสูง', 'นครราชสีมา')","('โนนไทย', 'นครราชสีมา')"
2291,"('โนนสูง', 'นครราชสีมา')","('ขามสะแกแสง', 'นครราชสีมา')"
2292,"('โนนสูง', 'นครราชสีมา')","('เฉลิมพระเกียรติ', 'นครราชสีมา')"
2293,"('ขามสะแกแสง', 'นครราชสีมา')","('คง', 'นครราชสีมา')"
2294,"('ขามสะแกแสง', 'นครราชสีมา')","('โนนไทย', 'นครราชสีมา')"
2295,"('ขามสะแกแสง', 'นครราชสีมา')","('โนนสูง', 'นครราชสีมา')"
2296,"('ขามสะแกแสง', 'นครราชสีมา')","('พระทองคำ', 'นครราชสีมา')"
2297,"('บัวใหญ่', 'นครราชสีมา')","('พล', 'ขอนแก่น')"
2298,"('บัวใหญ่', 'นครราชสีมา')","('แวงน้อย', 'ขอนแก่น')"
2299,"('บัวใหญ่', 'นครราชสีมา')","('คง', 'นครราชสีมา')"
2300,"('บัวใหญ่', 'นครราชสีมา')","('บ้านเหลื่อม', 'นครราชสีมา')"
2301,"('บัวใหญ่', 'นครราชสีมา')","('แก้งสนามนาง', 'นครราชสีมา')"
